752 29.990997731 1.05910735202 0.22764043682 191.607677459 19.2803 79.65713454404367
754 84.7573537212 1.07784101713 0.14473323423 120.713624109 -62.2732 114.19654153906744
756 529.244392927 1.01855714724 0.0715225437354 0.735189014623 15.3744 46.06228718202901
761 500.81853292 1.05139342307 0.0727287724072 327.3294301 -61.7105 68.71212225112913
770 46.4706997907 1.02256390421 0.191836184808 290.848560403 5.42 45.54414818965594
771 131.670015396 0.87400184095 0.116206876772 18.5793339205 2.2177 21.4617732469776
776 2738.36216468 0.996848210295 0.035907467082 76.2538006828 58.3259 64.74707456040576
777 28.2834582041 1.33154459315 0.283520334953 27.823555191 0.9106 121.69748615456626
779 34.6037909796 1.33634096758 0.261491450336 350.242670221 27.6467 116.08174571485449
787 74.6383973394 0.917292009229 0.13274404154 155.670682074 -58.9508 90.38956759315151
791 17551.9565774 1.01313008856 0.0191621755482 163.628503245 -10.1684 30.764532453973203
792 13621.8312784 1.00265060713 0.0216702023286 220.051507121 58.2964 25.258094968881295
800 1258.63410311 0.957491134918 0.0480272390996 146.877852983 61.95 50.799176678987834
802 87.1492629754 1.33186144863 0.187991247828 144.206569403 -8.0886 55.96580105568955
805 8918.28273836 0.989967161808 0.033040103054 166.730734922 -5.6774 1.0049257347151013
808 334.370404172 0.853588409459 0.077449066114 27.7010767957 -10.5738 30.78986151782027
824 27856.4398368 0.995808415806 0.0165811040888 305.427328185 18.8806 18.44004195729596
831 106.372170811 1.03252723441 0.126037931321 242.566004949 -20.527 116.4502463191405
843 44.0808542968 1.12734899286 0.197356577315 351.734386328 -0.3302 136.12896644178426
844 136.346137684 1.06190298369 0.119682227182 272.629017256 -11.5086 92.77006134642124
848 67.8796984622 1.37562325312 0.22653338985 213.357929112 -72.1413 28.13055883756934
855 544.813292756 0.99313972334 0.0707683571756 278.312224237 -14.5279 38.03647942320163
858 327.047267739 0.888680943271 0.0781121309038 291.024121541 89.6567 35.37529674346365
860 853.464453086 1.05856889795 0.0580701932373 109.797313963 27.3601 78.23210607210542
863 3876.66367343 1.00564842547 0.0324057542737 140.328464424 48.6337 57.80179258575369
870 37.4669691254 1.0098791493 0.206030980864 298.619799508 48.69 42.465728850737946
873 25.4318549726 1.17917751025 0.264893914922 264.812350484 16.826 113.95394356066654
875 6964.47304643 1.00154559252 0.0290349443252 210.8361932 -21.6669 17.902291599630345
881 92.9901684825 0.968708117119 0.130013053358 130.078396571 32.4356 74.73933840250825
888 59.7065772886 1.0472290947 0.165436186519 78.5159734469 45.3014 99.74406140134333
895 1898.29886066 1.05192364749 0.0447897227229 358.511575234 -69.2389 53.20892156257524
899 65.5791457806 1.17680611762 0.19163635213 131.316487549 -20.6622 38.43180407084381
905 2092.07276873 0.964967778033 0.0399436832751 84.1895661073 29.428 47.556075907298535
922 274.098454102 1.06515796889 0.0928368210981 60.3698825386 -33.6333 71.61862879738672
927 915.569029849 0.917874690818 0.0548842725554 227.749184293 -10.3944 33.50544017132681
936 103725.190149 1.00075904181 0.0090257329066 308.230911611 71.354 53.958368413935986
947 10305.9658715 1.06845345805 0.026587944091 119.880799015 28.3888 18.90042412079883
950 54.5283054329 1.18920722462 0.215618440879 14.2023873611 1.5887 29.115183624621437
954 108.415509928 1.15176986956 0.151050643851 70.8943785735 -4.372 38.21627909347751
959 43.0610460121 1.45493634719 0.286452595416 186.874468065 69.4075 31.65716482353554
972 266.655011899 0.952466749207 0.0882379301064 1.84112191994 67.4517 46.638631747014074
